,chain,timestamp,act.addr.cnt,metric_name,value
413,ETH,1634342400000,0,act.addr.cnt,583224.0
414,ETH,1634428800000,0,act.addr.cnt,551919.0
415,ETH,1634515200000,0,act.addr.cnt,571995.0
416,ETH,1634601600000,0,act.addr.cnt,590942.0
417,ETH,1634688000000,0,act.addr.cnt,617868.0
418,ETH,1634774400000,0,act.addr.cnt,614827.0
419,ETH,1634860800000,0,act.addr.cnt,599969.0
420,ETH,1634947200000,0,act.addr.cnt,613429.0
421,ETH,1635033600000,0,act.addr.cnt,597173.0
422,ETH,1635120000000,0,act.addr.cnt,601354.0
423,ETH,1635206400000,0,act.addr.cnt,611278.0
424,ETH,1635292800000,0,act.addr.cnt,619065.0
425,ETH,1635379200000,0,act.addr.cnt,692895.0
426,ETH,1635465600000,0,act.addr.cnt,711170.0
427,ETH,1635552000000,0,act.addr.cnt,659890.0
428,ETH,1635638400000,0,act.addr.cnt,627758.0
429,ETH,1635724800000,0,act.addr.cnt,659286.0
430,ETH,1635811200000,0,act.addr.cnt,676773.0
431,ETH,1635897600000,0,act.addr.cnt,698046.0
432,ETH,1635984000000,0,act.addr.cnt,667720.0
433,ETH,1636070400000,0,act.addr.cnt,653773.0
434,ETH,1636156800000,0,act.addr.cnt,626350.0
435,ETH,1636243200000,0,act.addr.cnt,635935.0
436,ETH,1636329600000,0,act.addr.cnt,652986.0
437,ETH,1636416000000,0,act.addr.cnt,615664.0
438,ETH,1636502400000,0,act.addr.cnt,667074.0
439,ETH,1636588800000,0,act.addr.cnt,648382.0
440,ETH,1636675200000,0,act.addr.cnt,643078.0
441,ETH,1636761600000,0,act.addr.cnt,645915.0
442,ETH,1636848000000,0,act.addr.cnt,643454.0
443,ETH,1636934400000,0,act.addr.cnt,606036.0
444,ETH,1637020800000,0,act.addr.cnt,609879.0
445,ETH,1637107200000,0,act.addr.cnt,695412.0
446,ETH,1637193600000,0,act.addr.cnt,591159.0
447,ETH,1637280000000,0,act.addr.cnt,609855.0
448,ETH,1637366400000,0,act.addr.cnt,557040.0
449,ETH,1637452800000,0,act.addr.cnt,607664.0
450,ETH,1637539200000,0,act.addr.cnt,546021.0
451,ETH,1637625600000,0,act.addr.cnt,580961.0
452,ETH,1637712000000,0,act.addr.cnt,603667.0
453,ETH,1637798400000,0,act.addr.cnt,593204.0
454,ETH,1637884800000,0,act.addr.cnt,600397.0
455,ETH,1637971200000,0,act.addr.cnt,550278.0
456,ETH,1638057600000,0,act.addr.cnt,527847.0
457,ETH,1638144000000,0,act.addr.cnt,600953.0
458,ETH,1638230400000,0,act.addr.cnt,626327.0
459,ETH,1638316800000,0,act.addr.cnt,580964.0
460,ETH,1638403200000,0,act.addr.cnt,608130.0
461,ETH,1638489600000,0,act.addr.cnt,565387.0
462,ETH,1638576000000,0,act.addr.cnt,552443.0
463,ETH,1638662400000,0,act.addr.cnt,827717.0
464,ETH,1638748800000,0,act.addr.cnt,590753.0
465,ETH,1638835200000,0,act.addr.cnt,596212.0
466,ETH,1638921600000,0,act.addr.cnt,646034.0
467,ETH,1639008000000,0,act.addr.cnt,607680.0
468,ETH,1639094400000,0,act.addr.cnt,615403.0
469,ETH,1639180800000,0,act.addr.cnt,580530.0
470,ETH,1639267200000,0,act.addr.cnt,597667.0
471,ETH,1639353600000,0,act.addr.cnt,610120.0
472,ETH,1639440000000,0,act.addr.cnt,617852.0
473,ETH,1639526400000,0,act.addr.cnt,607024.0
474,ETH,1639612800000,0,act.addr.cnt,601544.0
475,ETH,1639699200000,0,act.addr.cnt,615024.0
476,ETH,1639785600000,0,act.addr.cnt,567904.0
477,ETH,1639872000000,0,act.addr.cnt,565356.0
478,ETH,1639958400000,0,act.addr.cnt,591471.0
479,ETH,1640044800000,0,act.addr.cnt,597366.0
480,ETH,1640131200000,0,act.addr.cnt,628067.0
481,ETH,1640217600000,0,act.addr.cnt,593941.0
482,ETH,1640304000000,0,act.addr.cnt,629178.0
483,ETH,1640390400000,0,act.addr.cnt,609519.0
484,ETH,1640476800000,0,act.addr.cnt,592617.0
485,ETH,1640563200000,0,act.addr.cnt,621785.0
486,ETH,1640649600000,0,act.addr.cnt,595033.0
487,ETH,1640736000000,0,act.addr.cnt,564075.0
488,ETH,1640822400000,0,act.addr.cnt,602455.0
489,ETH,1640908800000,0,act.addr.cnt,578541.0
490,ETH,1640995200000,0,act.addr.cnt,581311.0
491,ETH,1641081600000,0,act.addr.cnt,551999.0
