,chain,total_relays,total_pokt,point,first_time,last_time
660,FUSE Mainnet,5325519,47397.119099999996,5,2022-01-05T00:06:24.991Z,0
661,Polygon Archival,226450,2015.405,5,2022-01-05T00:06:24.991Z,0
662,Solana Mainnet,738283,6570.7187,5,2022-01-05T00:06:24.991Z,0
663,ETH Archival Trace,4440550,39520.895,5,2022-01-05T00:06:24.991Z,0
664,Ethereum,35859108,319146.0612,5,2022-01-05T00:06:24.991Z,0
665,xDAI Archival,139910,1245.199,5,2022-01-05T00:06:24.991Z,0
666,POKT Mainnet,202793,1804.8577,5,2022-01-05T00:06:24.991Z,0
667,Ethereum Archival,71539,636.6971,5,2022-01-05T00:06:24.991Z,0
668,Ethereum Goerli,775692,6903.6588,5,2022-01-05T00:06:24.991Z,0
669,IoTeX Mainnet,157219,1399.2491,5,2022-01-05T00:06:24.991Z,0
670,xDAI,8538731,75994.7059,5,2022-01-05T00:06:24.991Z,0
671,Ethereum Ropsten,136857,1218.0273,5,2022-01-05T00:06:24.991Z,0
672,Harmony Shard 0,238398930,2121750.477,5,2022-01-05T00:06:24.991Z,0
673,BSC Mainnet,456129,4059.5481,5,2022-01-05T00:06:24.991Z,0
674,FUSE Archival,144645,1287.3405,5,2022-01-05T00:06:24.991Z,0
675,FUSE Archival,149657,1331.9473,6,2022-01-06T00:04:17.155Z,0
676,Ethereum Kovan,149828,1333.4692,6,2022-01-06T00:04:17.155Z,0
677,Solana Mainnet,752136,6694.0104,6,2022-01-06T00:04:17.155Z,0
678,xDAI Archival,132119,1175.8591,6,2022-01-06T00:04:17.155Z,0
679,IoTeX Mainnet,157433,1401.1537,6,2022-01-06T00:04:17.155Z,0
680,POKT Mainnet,214593,1909.8777,6,2022-01-06T00:04:17.155Z,0
681,Harmony Shard 0,261127460,2324034.394,6,2022-01-06T00:04:17.155Z,0
682,Polygon Archival,202692,1803.9587999999999,6,2022-01-06T00:04:17.155Z,0
683,Avalanche Mainnet,250134,2226.1926,6,2022-01-06T00:04:17.155Z,0
684,Ethereum Rinkeby,351825,3131.2425,6,2022-01-06T00:04:17.155Z,0
685,Ethereum Ropsten,126682,1127.4698,6,2022-01-06T00:04:17.155Z,0
686,ETH Archival Trace,4726604,42066.7756,6,2022-01-06T00:04:17.155Z,0
687,BSC Mainnet,379897,3381.0833,6,2022-01-06T00:04:17.155Z,0
688,Ethereum,34203682,304412.7698,6,2022-01-06T00:04:17.155Z,0
689,Ethereum Goerli,762432,6785.6448,6,2022-01-06T00:04:17.155Z,0
690,Polygon Mainnet,8017554,71356.2306,6,2022-01-06T00:04:17.155Z,0
691,FUSE Mainnet,5128258,45641.4962,6,2022-01-06T00:04:17.155Z,0
692,Ethereum Archival,71665,637.8185,6,2022-01-06T00:04:17.155Z,0
693,xDAI,2689110,23933.079,6,2022-01-06T00:04:17.155Z,0
694,Ethereum Archival,72059,641.3251,7,2022-01-07T00:13:38.664Z,0
695,ETH Archival Trace,4316185,38414.0465,7,2022-01-07T00:13:38.664Z,0
696,Ethereum,32691615,290955.3735,7,2022-01-07T00:13:38.664Z,0
697,FUSE Archival,152409,1356.4401,7,2022-01-07T00:13:38.664Z,0
698,POKT Mainnet,213653,1901.5117,7,2022-01-07T00:13:38.664Z,0
699,IoTeX Mainnet,152661,1358.6829,7,2022-01-07T00:13:38.664Z,0
700,FUSE Mainnet,5051332,44956.8548,7,2022-01-07T00:13:38.664Z,0
701,xDAI,2174950,19357.055,7,2022-01-07T00:13:38.664Z,0
702,Avalanche Mainnet,275539,2452.2971,7,2022-01-07T00:13:38.664Z,0
703,Polygon Mainnet,6913426,61529.4914,7,2022-01-07T00:13:38.664Z,0
704,BSC Mainnet,371609,3307.3201,7,2022-01-07T00:13:38.664Z,0
705,Solana Mainnet,752798,6699.9021999999995,7,2022-01-07T00:13:38.664Z,0
706,xDAI Archival,132617,1180.2913,7,2022-01-07T00:13:38.664Z,0
707,Ethereum Goerli,717362,6384.5217999999995,7,2022-01-07T00:13:38.664Z,0
708,Ethereum Ropsten,132648,1180.5672,7,2022-01-07T00:13:38.664Z,0
709,Ethereum Rinkeby,349233,3108.1737,7,2022-01-07T00:13:38.664Z,0
710,Harmony Shard 0,261270837,2325310.4493,7,2022-01-07T00:13:38.664Z,0
711,Ethereum Kovan,134127,1193.7303,7,2022-01-07T00:13:38.664Z,0
712,Polygon Archival,192356,1711.9684,7,2022-01-07T00:13:38.664Z,0
713,Ethereum Ropsten,141336,1257.8904,8,2022-01-08T00:13:57.803Z,0
714,Ethereum Rinkeby,345025,3070.7225,8,2022-01-08T00:13:57.803Z,0
715,FUSE Mainnet,5479821,48770.4069,8,2022-01-08T00:13:57.803Z,0
716,Polygon Mainnet,6500962,57858.5618,8,2022-01-08T00:13:57.803Z,0
717,Ethereum,32210450,286673.005,8,2022-01-08T00:13:57.803Z,0
718,BSC Mainnet,390986,3479.7754,8,2022-01-08T00:13:57.803Z,0
719,Polygon Archival,216817,1929.6713,8,2022-01-08T00:13:57.803Z,0
720,Ethereum Goerli,1037573,9234.3997,8,2022-01-08T00:13:57.803Z,0
721,FUSE Archival,149893,1334.0477,8,2022-01-08T00:13:57.803Z,0
722,POKT Mainnet,201925,1797.1325,8,2022-01-08T00:13:57.803Z,0
723,IoTeX Mainnet,157198,1399.0622,8,2022-01-08T00:13:57.803Z,0
724,xDAI,1996364,17767.6396,8,2022-01-08T00:13:57.803Z,0
725,Harmony Shard 0,227350769,2023421.8440999999,8,2022-01-08T00:13:57.803Z,0
726,Solana Mainnet,764991,6808.4199,8,2022-01-08T00:13:57.803Z,0
727,Avalanche Mainnet,348474,3101.4186,8,2022-01-08T00:13:57.803Z,0
728,ETH Archival Trace,4275732,38054.0148,8,2022-01-08T00:13:57.803Z,0
729,Ethereum Kovan,158915,1414.3435,8,2022-01-08T00:13:57.803Z,0
730,Ethereum Archival,72831,648.1958999999999,8,2022-01-08T00:13:57.803Z,0
731,xDAI Archival,134725,1199.0525,8,2022-01-08T00:13:57.803Z,0
732,BSC Mainnet,368128,3276.3392,9,2022-01-09T00:07:15.392Z,0
733,Ethereum Kovan,138655,1234.0295,9,2022-01-09T00:07:15.392Z,0
734,Ethereum Rinkeby,357307,3180.0323,9,2022-01-09T00:07:15.392Z,0
735,FUSE Archival,151366,1347.1574,9,2022-01-09T00:07:15.392Z,0
736,Avalanche Mainnet,267425,2380.0825,9,2022-01-09T00:07:15.392Z,0
737,Polygon Archival,215596,1918.8044,9,2022-01-09T00:07:15.392Z,0
738,FUSE Mainnet,4973482,44263.9898,9,2022-01-09T00:07:15.392Z,0
739,Polygon Mainnet,6594007,58686.662299999996,9,2022-01-09T00:07:15.392Z,0
740,Solana Mainnet,724530,6448.317,9,2022-01-09T00:07:15.392Z,0
741,Ethereum Archival,75036,667.8204,9,2022-01-09T00:07:15.392Z,0
742,xDAI,1718510,15294.739,9,2022-01-09T00:07:15.392Z,0
743,ETH Archival Trace,4489114,39953.1146,9,2022-01-09T00:07:15.392Z,0
744,Ethereum Goerli,1009059,8980.6251,9,2022-01-09T00:07:15.392Z,0
745,POKT Mainnet,187988,1673.0932,9,2022-01-09T00:07:15.392Z,0
746,Ethereum,35918136,319671.4104,9,2022-01-09T00:07:15.392Z,0
747,xDAI Archival,134694,1198.7766,9,2022-01-09T00:07:15.392Z,0
748,Ethereum Ropsten,142765,1270.6085,9,2022-01-09T00:07:15.392Z,0
749,Harmony Shard 0,243641652,2168410.7028,9,2022-01-09T00:07:15.392Z,0
750,IoTeX Mainnet,149999,1334.9911,9,2022-01-09T00:07:15.392Z,0
751,POKT Mainnet,209124,1861.2036,10,2022-01-10T00:00:17.560Z,0
752,Ethereum Ropsten,142275,1266.2475,10,2022-01-10T00:00:17.560Z,0
753,IoTeX Mainnet,147068,1308.9052,10,2022-01-10T00:00:17.560Z,0
754,Polygon Mainnet,5179741,46099.6949,10,2022-01-10T00:00:17.560Z,0
755,Ethereum Kovan,148966,1325.7974,10,2022-01-10T00:00:17.560Z,0
756,ETH Archival Trace,4839830,43074.487,10,2022-01-10T00:00:17.560Z,0
757,Ethereum Archival,72653,646.6117,10,2022-01-10T00:00:17.560Z,0
758,FUSE Mainnet,4899791,43608.1399,10,2022-01-10T00:00:17.560Z,0
759,Ethereum,45176933,402074.7037,10,2022-01-10T00:00:17.560Z,0
760,Polygon Archival,208681,1857.2609,10,2022-01-10T00:00:17.560Z,0
761,Solana Mainnet,692052,6159.2627999999995,10,2022-01-10T00:00:17.560Z,0
762,BSC Mainnet,396357,3527.5773,10,2022-01-10T00:00:17.560Z,0
763,xDAI,1884456,16771.6584,10,2022-01-10T00:00:17.560Z,0
764,Ethereum Rinkeby,343160,3054.124,10,2022-01-10T00:00:17.560Z,0
765,FUSE Archival,158699,1412.4211,10,2022-01-10T00:00:17.560Z,0
766,Ethereum Goerli,853362,7594.9218,10,2022-01-10T00:00:17.560Z,0
767,Avalanche Mainnet,311035,2768.2115,10,2022-01-10T00:00:17.560Z,0
768,Harmony Shard 0,235832780,2098911.742,10,2022-01-10T00:00:17.560Z,0
769,xDAI Archival,232870,2072.543,10,2022-01-10T00:00:17.560Z,0
770,Polygon Mainnet,6591553,58664.8217,11,2022-01-11T00:02:37.758Z,0
771,Solana Mainnet,758178,6747.7842,11,2022-01-11T00:02:37.758Z,0
772,ETH Archival Trace,5824209,51835.4601,11,2022-01-11T00:02:37.758Z,0
773,Ethereum Rinkeby,355705,3165.7745,11,2022-01-11T00:02:37.758Z,0
774,BSC Mainnet,521963,4645.4707,11,2022-01-11T00:02:37.758Z,0
775,xDAI,2091508,18614.4212,11,2022-01-11T00:02:37.758Z,0
776,Polygon Archival,199278,1773.5742,11,2022-01-11T00:02:37.758Z,0
777,FUSE Archival,161589,1438.1421,11,2022-01-11T00:02:37.758Z,0
778,Ethereum Ropsten,141480,1259.172,11,2022-01-11T00:02:37.758Z,0
779,Ethereum Kovan,144716,1287.9723999999999,11,2022-01-11T00:02:37.758Z,0
780,xDAI Archival,393571,3502.7819,11,2022-01-11T00:02:37.758Z,0
781,Ethereum Goerli,734612,6538.0468,11,2022-01-11T00:02:37.758Z,0
782,POKT Mainnet,250403,2228.5867,11,2022-01-11T00:02:37.758Z,0
783,Ethereum,47950068,426755.6052,11,2022-01-11T00:02:37.758Z,0
784,FUSE Mainnet,5623006,50044.7534,11,2022-01-11T00:02:37.758Z,0
785,Harmony Shard 0,238381960,2121599.444,11,2022-01-11T00:02:37.758Z,0
786,Avalanche Mainnet,287934,2562.6126,11,2022-01-11T00:02:37.758Z,0
787,Ethereum Archival,80872,719.7608,11,2022-01-11T00:02:37.758Z,0
788,IoTeX Mainnet,157713,1403.6457,11,2022-01-11T00:02:37.758Z,0
789,Ethereum,47074885,418966.4765,12,2022-01-12T00:03:01.477Z,0
790,IoTeX Mainnet,153712,1368.0368,12,2022-01-12T00:03:01.477Z,0
791,BSC Mainnet,416926,3710.6414,12,2022-01-12T00:03:01.477Z,0
792,Ethereum Goerli,716042,6372.7738,12,2022-01-12T00:03:01.477Z,0
793,Avalanche Mainnet,366951,3265.8639,12,2022-01-12T00:03:01.477Z,0
794,xDAI Archival,254848,2268.1472,12,2022-01-12T00:03:01.477Z,0
795,xDAI,2422965,21564.3885,12,2022-01-12T00:03:01.477Z,0
796,Ethereum Ropsten,135051,1201.9539,12,2022-01-12T00:03:01.477Z,0
797,FUSE Archival,162979,1450.5131,12,2022-01-12T00:03:01.477Z,0
798,Polygon Mainnet,7039771,62653.9619,12,2022-01-12T00:03:01.477Z,0
799,POKT Mainnet,258942,2304.5838,12,2022-01-12T00:03:01.477Z,0
800,Solana Mainnet,721752,6423.5928,12,2022-01-12T00:03:01.477Z,0
801,Ethereum Rinkeby,364232,3241.6648,12,2022-01-12T00:03:01.477Z,0
802,FUSE Mainnet,6927915,61658.4435,12,2022-01-12T00:03:01.477Z,0
803,ETH Archival Trace,5186830,46162.787,12,2022-01-12T00:03:01.477Z,0
804,Harmony Shard 0,242073957,2154458.2173,12,2022-01-12T00:03:01.477Z,0
805,Ethereum Archival,75839,674.9671,12,2022-01-12T00:03:01.477Z,0
806,Polygon Archival,196888,1752.3032,12,2022-01-12T00:03:01.477Z,0
807,Ethereum Kovan,138864,1235.8896,12,2022-01-12T00:03:01.477Z,0
808,ETH Archival Trace,5122016,45585.9424,13,2022-01-13T00:16:30.669Z,0
809,Ethereum Ropsten,128393,1142.6977,13,2022-01-13T00:16:30.669Z,0
810,Ethereum Rinkeby,341069,3035.5141,13,2022-01-13T00:16:30.669Z,0
811,BSC Mainnet,399760,3557.864,13,2022-01-13T00:16:30.669Z,0
812,Ethereum Goerli,710272,6321.4208,13,2022-01-13T00:16:30.669Z,0
813,Solana Mainnet,721174,6418.4486,13,2022-01-13T00:16:30.669Z,0
814,Harmony Shard 0,232688349,2070926.3061,13,2022-01-13T00:16:30.669Z,0
815,Ethereum,38588494,343437.5966,13,2022-01-13T00:16:30.669Z,0
816,Ethereum Kovan,148952,1325.6728,13,2022-01-13T00:16:30.669Z,0
817,xDAI,2184044,19437.9916,13,2022-01-13T00:16:30.669Z,0
818,FUSE Mainnet,7304487,65009.9343,13,2022-01-13T00:16:30.669Z,0
819,xDAI Archival,249351,2219.2239,13,2022-01-13T00:16:30.669Z,0
820,Polygon Mainnet,6037025,53729.5225,13,2022-01-13T00:16:30.669Z,0
821,Polygon Archival,192626,1714.3714,13,2022-01-13T00:16:30.669Z,0
822,POKT Mainnet,214941,1912.9749,13,2022-01-13T00:16:30.669Z,0
823,Avalanche Mainnet,264285,2352.1365,13,2022-01-13T00:16:30.669Z,0
824,IoTeX Mainnet,148897,1325.1833,13,2022-01-13T00:16:30.669Z,0
825,Ethereum Archival,77755,692.0195,13,2022-01-13T00:16:30.669Z,0
826,FUSE Archival,146417,1303.1113,13,2022-01-13T00:16:30.669Z,0
827,Ethereum,33719619,300104.6091,14,2022-01-14T00:11:59.368Z,0
828,Ethereum Archival,78397,697.7333,14,2022-01-14T00:11:59.368Z,0
829,xDAI Archival,268378,2388.5642,14,2022-01-14T00:11:59.368Z,0
830,Avalanche Mainnet,306932,2731.6947999999998,14,2022-01-14T00:11:59.368Z,0
831,ETH Archival Trace,5233615,46579.1735,14,2022-01-14T00:11:59.368Z,0
832,FUSE Mainnet,8486305,75528.1145,14,2022-01-14T00:11:59.368Z,0
833,Ethereum Rinkeby,359820,3202.398,14,2022-01-14T00:11:59.368Z,0
834,POKT Mainnet,215387,1916.9442999999999,14,2022-01-14T00:11:59.368Z,0
835,Ethereum Goerli,732952,6523.2728,14,2022-01-14T00:11:59.368Z,0
836,Polygon Mainnet,5710646,50824.7494,14,2022-01-14T00:11:59.368Z,0
837,Ethereum Ropsten,147575,1313.4175,14,2022-01-14T00:11:59.368Z,0
838,FUSE Archival,156736,1394.9504,14,2022-01-14T00:11:59.368Z,0
839,xDAI,2388637,21258.8693,14,2022-01-14T00:11:59.368Z,0
840,Ethereum Kovan,136694,1216.5766,14,2022-01-14T00:11:59.368Z,0
841,Solana Mainnet,752657,6698.6473,14,2022-01-14T00:11:59.368Z,0
842,Harmony Shard 0,188269294,1675596.7166,14,2022-01-14T00:11:59.368Z,0
843,BSC Mainnet,1091958,9718.4262,14,2022-01-14T00:11:59.368Z,0
844,IoTeX Mainnet,146874,1307.1786,14,2022-01-14T00:11:59.368Z,0
845,Polygon Archival,194851,1734.1739,14,2022-01-14T00:11:59.368Z,0
846,Solana Mainnet,703635,6262.3515,Jan 15,2022-01-15T00:10:57.961Z,0
847,POKT Mainnet,236834,2107.8226,Jan 15,2022-01-15T00:10:57.961Z,0
848,Polygon Archival,196990,1753.211,Jan 15,2022-01-15T00:10:57.961Z,0
849,Ethereum,27746548,246944.2772,Jan 15,2022-01-15T00:10:57.961Z,0
850,BSC Mainnet,1062549,9456.6861,Jan 15,2022-01-15T00:10:57.961Z,0
851,Ethereum Goerli,698514,6216.7746,Jan 15,2022-01-15T00:10:57.961Z,0
852,Polygon Mainnet,3815558,33958.4662,Jan 15,2022-01-15T00:10:57.961Z,0
853,Ethereum Archival,85194,758.2266,Jan 15,2022-01-15T00:10:57.961Z,0
854,FUSE Mainnet,6913691,61531.8499,Jan 15,2022-01-15T00:10:57.961Z,0
855,Harmony Shard 0,309667283,2756038.8187,Jan 15,2022-01-15T00:10:57.961Z,0
856,Ethereum Kovan,152698,1359.0122,Jan 15,2022-01-15T00:10:57.961Z,0
857,ETH Archival Trace,1991176,17721.4664,Jan 15,2022-01-15T00:10:57.961Z,0
858,Ethereum Ropsten,151831,1351.2959,Jan 15,2022-01-15T00:10:57.961Z,0
859,IoTeX Mainnet,164036,1459.9204,Jan 15,2022-01-15T00:10:57.961Z,0
860,Avalanche Mainnet,320538,2852.7882,Jan 15,2022-01-15T00:10:57.961Z,0
861,Ethereum Rinkeby,354970,3159.233,Jan 15,2022-01-15T00:10:57.961Z,0
862,xDAI,1738007,15468.2623,Jan 15,2022-01-15T00:10:57.961Z,0
863,xDAI Archival,292980,2607.522,Jan 15,2022-01-15T00:10:57.961Z,0
864,FUSE Archival,112401,1000.3688999999999,Jan 15,2022-01-15T00:10:57.961Z,0
865,xDAI Archival,237184,2110.9376,16,2022-01-16T00:06:26.955Z,0
866,ETH Archival Trace,2133907,18991.7723,16,2022-01-16T00:06:26.955Z,0
867,Polygon Mainnet,4021988,35795.6932,16,2022-01-16T00:06:26.955Z,0
868,BSC Mainnet,985270,8768.903,16,2022-01-16T00:06:26.955Z,0
869,Avalanche Mainnet,442727,3940.2703,16,2022-01-16T00:06:26.955Z,0
870,Harmony Shard 0,287142394,2555567.3066,16,2022-01-16T00:06:26.955Z,0
871,Ethereum Goerli,811995,7226.7555,16,2022-01-16T00:06:26.955Z,0
872,POKT Mainnet,251975,2242.5775,16,2022-01-16T00:06:26.955Z,0
873,Ethereum Kovan,133331,1186.6459,16,2022-01-16T00:06:26.955Z,0
874,Ethereum,23378887,208072.0943,16,2022-01-16T00:06:26.955Z,0
875,Ethereum Ropsten,156143,1389.6727,16,2022-01-16T00:06:26.955Z,0
876,Polygon Archival,196914,1752.5346,16,2022-01-16T00:06:26.955Z,0
877,Solana Mainnet,714657,6360.4473,16,2022-01-16T00:06:26.955Z,0
878,FUSE Mainnet,7451472,66318.1008,16,2022-01-16T00:06:26.955Z,0
879,Ethereum Rinkeby,360290,3206.581,16,2022-01-16T00:06:26.955Z,0
880,xDAI,1832675,16310.807499999999,16,2022-01-16T00:06:26.955Z,0
881,Ethereum Archival,79471,707.2918999999999,16,2022-01-16T00:06:26.955Z,0
882,IoTeX Mainnet,171747,1528.5483,16,2022-01-16T00:06:26.955Z,0
883,FUSE Archival,155353,1382.6417,16,2022-01-16T00:06:26.955Z,0
884,IoTeX Mainnet,165545,1473.3505,17,2022-01-17T00:02:47.690Z,0
885,Polygon Mainnet,3226652,28717.2028,17,2022-01-17T00:02:47.690Z,0
886,Ethereum Ropsten,154088,1371.3832,17,2022-01-17T00:02:47.690Z,0
887,xDAI Archival,328936,2927.5304,17,2022-01-17T00:02:47.690Z,0
888,xDAI,2225757,19809.2373,17,2022-01-17T00:02:47.690Z,0
889,BSC Mainnet,487868,4342.0252,17,2022-01-17T00:02:47.690Z,0
890,Ethereum,30531316,271728.7124,17,2022-01-17T00:02:47.690Z,0
891,Ethereum Archival,80017,712.1513,17,2022-01-17T00:02:47.690Z,0
892,Ethereum Goerli,959945,8543.5105,17,2022-01-17T00:02:47.690Z,0
893,FUSE Mainnet,7529397,67011.6333,17,2022-01-17T00:02:47.690Z,0
894,FUSE Archival,151003,1343.9267,17,2022-01-17T00:02:47.690Z,0
895,Avalanche Mainnet,281791,2507.9399,17,2022-01-17T00:02:47.690Z,0
896,Ethereum Rinkeby,357688,3183.4232,17,2022-01-17T00:02:47.690Z,0
897,Solana Mainnet,824129,7334.7481,17,2022-01-17T00:02:47.690Z,0
898,POKT Mainnet,249611,2221.5379,17,2022-01-17T00:02:47.690Z,0
899,ETH Archival Trace,2158923,19214.4147,17,2022-01-17T00:02:47.690Z,0
900,Harmony Shard 0,291338176,2592909.7664,17,2022-01-17T00:02:47.690Z,0
901,Polygon Archival,213052,1896.1628,17,2022-01-17T00:02:47.690Z,0
902,Ethereum Kovan,132926,1183.0414,17,2022-01-17T00:02:47.690Z,0
903,Ethereum Rinkeby,381501,3395.3589,18,2022-01-18T00:16:51.783Z,0
904,IoTeX Mainnet,156403,1391.9867,18,2022-01-18T00:16:51.783Z,0
905,Ethereum,30120028,268068.2492,18,2022-01-18T00:16:51.783Z,0
906,FUSE Archival,171779,1528.8331,18,2022-01-18T00:16:51.783Z,0
907,POKT Mainnet,265142,2359.7638,18,2022-01-18T00:16:51.783Z,0
908,Ethereum Archival,80545,716.8505,18,2022-01-18T00:16:51.783Z,0
909,BSC Mainnet,344484,3065.9076,18,2022-01-18T00:16:51.783Z,0
910,ETH Archival Trace,2805404,24968.0956,18,2022-01-18T00:16:51.783Z,0
911,Polygon Mainnet,3263704,29046.9656,18,2022-01-18T00:16:51.783Z,0
912,Ethereum Goerli,968710,8621.519,18,2022-01-18T00:16:51.783Z,0
913,xDAI,1707485,15196.6165,18,2022-01-18T00:16:51.783Z,0
914,Harmony Shard 0,274981268,2447333.2852,18,2022-01-18T00:16:51.783Z,0
915,Ethereum Kovan,131347,1168.9883,18,2022-01-18T00:16:51.783Z,0
916,Solana Mainnet,807313,7185.0857,18,2022-01-18T00:16:51.783Z,0
917,xDAI Archival,409718,3646.4902,18,2022-01-18T00:16:51.783Z,0
918,FUSE Mainnet,7252575,64547.917499999996,18,2022-01-18T00:16:51.783Z,0
919,Avalanche Mainnet,340568,3031.0552,18,2022-01-18T00:16:51.783Z,0
920,Ethereum Ropsten,146491,1303.7699,18,2022-01-18T00:16:51.783Z,0
921,Polygon Archival,185244,1648.6716,18,2022-01-18T00:16:51.783Z,0
922,Ethereum,1521822,13544.2158,Jan 19,2022-01-19T00:07:55.827Z,0
923,Harmony Shard 0,14575226,129719.5114,Jan 19,2022-01-19T00:07:55.827Z,0
924,Polygon Mainnet,174199,1550.3711,Jan 19,2022-01-19T00:07:55.827Z,0
925,Avalanche Mainnet,21262,189.2318,Jan 19,2022-01-19T00:07:55.827Z,0
926,Solana Mainnet,46999,418.2911,Jan 19,2022-01-19T00:07:55.827Z,0
927,Ethereum Goerli,42983,382.5487,Jan 19,2022-01-19T00:07:55.827Z,0
928,Ethereum Rinkeby,19200,170.88,Jan 19,2022-01-19T00:07:55.827Z,0
929,xDAI,60118,535.0502,Jan 19,2022-01-19T00:07:55.827Z,0
930,Ethereum Kovan,4137,36.8193,Jan 19,2022-01-19T00:07:55.827Z,0
931,xDAI Archival,23286,207.2454,Jan 19,2022-01-19T00:07:55.827Z,0
932,FUSE Archival,6687,59.5143,Jan 19,2022-01-19T00:07:55.827Z,0
933,ETH Archival Trace,175828,1564.8692,Jan 19,2022-01-19T00:07:55.827Z,0
934,POKT Mainnet,13913,123.8257,Jan 19,2022-01-19T00:07:55.827Z,0
935,IoTeX Mainnet,6372,56.7108,Jan 19,2022-01-19T00:07:55.827Z,0
936,BSC Mainnet,17811,158.5179,Jan 19,2022-01-19T00:07:55.827Z,0
937,Ethereum Ropsten,7799,69.4111,Jan 19,2022-01-19T00:07:55.827Z,0
938,FUSE Mainnet,236935,2108.7215,Jan 19,2022-01-19T00:07:55.827Z,0
939,Polygon Archival,9305,82.8145,Jan 19,2022-01-19T00:07:55.827Z,0
940,Ethereum Archival,5703,50.7567,Jan 19,2022-01-19T00:07:55.827Z,0
941,Harmony Shard 0,274924342,0.0,0,2022-01-18 21:04:05.401148,0
942,Ethereum,30570167,0.0,0,2022-01-18 21:04:05.401148,0
943,FUSE Mainnet,7148207,0.0,0,2022-01-18 21:04:05.401148,0
944,Polygon Mainnet,3415085,0.0,0,2022-01-18 21:04:05.401148,0
945,ETH Archival Trace,2819006,0.0,0,2022-01-18 21:04:05.401148,0
946,xDAI,1680631,0.0,0,2022-01-18 21:04:05.401148,0
947,Ethereum Goerli,979587,0.0,0,2022-01-18 21:04:05.401148,0
948,Solana Mainnet,831861,0.0,0,2022-01-18 21:04:05.401148,0
949,xDAI Archival,437606,0.0,0,2022-01-18 21:04:05.401148,0
950,Ethereum Rinkeby,393450,0.0,0,2022-01-18 21:04:05.401148,0
951,BSC Mainnet,353708,0.0,0,2022-01-18 21:04:05.401148,0
952,Avalanche Mainnet,334917,0.0,0,2022-01-18 21:04:05.401148,0
953,POKT Mainnet,271468,0.0,0,2022-01-18 21:04:05.401148,0
954,Polygon Archival,195862,0.0,0,2022-01-18 21:04:05.401148,0
955,FUSE Archival,177106,0.0,0,2022-01-18 21:04:05.401148,0
956,Ethereum Ropsten,160293,0.0,0,2022-01-18 21:04:05.401148,0
957,IoTeX Mainnet,160065,0.0,0,2022-01-18 21:04:05.401148,0
958,Ethereum Kovan,138420,0.0,0,2022-01-18 21:04:05.401148,0
959,Ethereum Archival,84010,0.0,0,2022-01-18 21:04:05.401148,0
